name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
THURBER,7825,4232,1.43,65631.91,94.28,0.28,0.69,0.64,1.63,2.48
BLOOMER,7827,4231,1.43,65633.34,90.33,4.8,0.4,0.76,1.89,1.82
HOLSTON,7827,4231,1.43,65634.78,52.28,41.72,0.47,0.47,2.84,2.22
MOISE,7829,4230,1.43,65636.21,22.55,70.87,0.28,0.35,2.27,3.66
POYNTER,7830,4229,1.43,65637.64,90.04,5.56,0.73,0.33,1.7,1.63
PREVOST,7831,4228,1.43,65639.08,75.09,18.99,0.43,0.88,2.01,2.6
MORI,7831,4228,1.43,65640.51,30.37,0.8,47.35,1.25,5.77,14.45
DICKS,7831,4228,1.43,65641.94,67.36,28.55,0.4,0.31,1.94,1.44
SELMAN,7831,4228,1.43,65643.38,82.43,10.36,1.09,0.66,1.3,4.16
HINCKLEY,7835,4227,1.43,65644.81,93.9,0.64,0.76,0.26,1.75,2.7
GAMBILL,7835,4227,1.43,65646.24,90.89,3.36,0.83,0.85,1.87,2.2
PERCY,7837,4226,1.43,65647.67,67.49,21.77,0.95,1.85,2.53,5.42
GORDY,7838,4225,1.43,65649.11,79.27,12.64,0.52,2.25,2.44,2.89
HOPP,7838,4225,1.43,65650.54,95.2,0.99,0.71,0.33,0.99,1.78
DUTRA,7838,4225,1.43,65651.97,83.57,1.23,3.98,0.36,2.77,8.09
SPERLING,7841,4224,1.43,65653.4,91.95,2.82,1.02,0.14,1.18,2.89
PADEN,7842,4223,1.43,65654.84,70.42,19.18,1.37,1.89,2.42,4.71
LOOK,7843,4222,1.43,65656.27,72.45,5.31,12.98,0.99,3.2,5.07
CORTESE,7844,4221,1.43,65657.7,93.08,0.31,0.57,0.33,1.35,4.36
GLASSER,7844,4221,1.43,65659.13,94.72,0.54,0.66,0.45,1.47,2.16
BUTZ,7846,4220,1.43,65660.56,94.86,0.64,0.52,0.19,0.95,2.84
KERSHNER,7847,4219,1.43,65661.99,95.85,0.55,0.47,0.14,1.28,1.71
ALCAZAR,7847,4219,1.43,65663.42,4.88,0.62,4.05,(S),(S),89.95
YUNG,7849,4218,1.43,65664.85,19.13,(S),75.13,(S),3.01,1.54
BLOODWORTH,7849,4218,1.43,65666.28,80.09,15.65,0.24,0.55,1.28,2.2
POMPA,7851,4217,1.43,65667.71,25.42,0.78,0.59,0.28,0.21,72.71
DOSTER,7852,4215,1.43,65669.14,79.19,15.75,0.38,0.33,2.04,2.3
ROSEBERRY,7852,4215,1.43,65670.57,86.31,8.97,0.21,0.66,1.45,2.4
ANGUS,7854,4214,1.43,65672,79.73,11.53,1.76,1.02,2.02,3.94
BRIAN,7854,4214,1.43,65673.42,82.94,6.64,2.25,1.23,2.18,4.75
SELTZER,7856,4213,1.43,65674.85,88.49,7.29,0.78,0.12,1.26,2.07
BORKOWSKI,7857,4212,1.43,65676.28,97.06,0.31,0.28,0.28,0.78,1.28
FLORIO,7858,4211,1.43,65677.71,93.94,0.57,(S),(S),0.88,4.18
MULLENS,7859,4210,1.43,65679.13,87.22,6.82,0.59,1.14,2.11,2.11
LEASURE,7859,4210,1.43,65680.56,93.4,1.85,0.45,0.55,1.5,2.26
SOTOMAYOR,7859,4210,1.43,65681.99,7.74,0.62,0.67,0,0.26,90.71
SNELLING,7859,4210,1.43,65683.42,76.27,19.05,0.74,0.36,1.38,2.21
MENSAH,7863,4209,1.43,65684.84,1.81,95.65,(S),(S),1.64,0.59
MOLLER,7863,4209,1.43,65686.27,89.12,1.92,0.76,0.45,1.47,6.27
DERRY,7863,4209,1.43,65687.7,77.48,15.8,0.83,0.45,2.68,2.76
PLOURDE,7866,4208,1.43,65689.12,96.29,0.36,0.57,0.14,1.09,1.54
BOOZER,7866,4208,1.43,65690.55,67.4,27.42,0.26,0.31,1.95,2.66
MCCOURT,7868,4206,1.43,65691.98,96.1,0.59,0.38,0.31,1.21,1.4
COTTINGHAM,7868,4206,1.43,65693.4,73.18,20.83,0.43,0.59,2.43,2.54
EUGENE,7870,4205,1.43,65694.83,8.75,84.71,1.26,0.55,2.02,2.71
BAKKEN,7870,4205,1.43,65696.25,95.84,0.19,0.74,0.43,1.38,1.43
SHOEMAKE,7870,4205,1.43,65697.68,86.75,4.45,0.48,4.02,2.33,1.97
CRANK,7873,4204,1.43,65699.1,75.14,12.06,0.5,8.49,1.69,2.12
PENDLEY,7874,4203,1.42,65700.53,94.19,1.28,0.29,0.59,1.78,1.86
HORGAN,7875,4202,1.42,65701.95,89.96,5.66,0.52,0.12,1.67,2.07
DANDRIDGE,7876,4201,1.42,65703.38,19.71,73.03,0.48,0.43,3.83,2.52
CHARLEY,7876,4201,1.42,65704.8,20.07,15.35,3.28,56.18,2.5,2.62
PASILLAS,7876,4201,1.42,65706.23,3.5,0.24,0.4,0.33,0.29,95.24
BANKER,7876,4201,1.42,65707.65,89.84,1.55,4.09,0.38,1.88,2.26
PLUMLEY,7880,4200,1.42,65709.07,94.69,0.4,0.26,0.83,1.79,2.02
MCGLYNN,7880,4200,1.42,65710.5,94.74,0.12,0.74,0.19,1.43,2.79
MACKINNON,7882,4199,1.42,65711.92,93.62,1.29,0.71,0.29,1.36,2.74
REIN,7882,4199,1.42,65713.34,91.31,3.67,1.21,0.4,0.88,2.52
FRITSCH,7882,4199,1.42,65714.77,96.09,0.14,0.36,0.29,0.81,2.31
GALLAHER,7885,4198,1.42,65716.19,91.73,3.48,0.74,0.5,1.72,1.83
GILLIARD,7885,4198,1.42,65717.61,25.06,68.18,0.17,0.31,2.6,3.69
NATIVIDAD,7885,4198,1.42,65719.04,5.31,0.43,40.02,0.24,3.67,50.33
LLANES,7888,4197,1.42,65720.46,6.62,0.14,11.77,0.14,1.69,79.63
HEANEY,7888,4197,1.42,65721.88,95.26,0.45,0.52,0.14,1.29,2.34
WORTHEN,7888,4197,1.42,65723.31,72.89,21.11,0.69,0.6,1.88,2.84
STRASSER,7891,4196,1.42,65724.73,94.71,0.76,0.86,0.12,1.26,2.29
MAINES,7891,4196,1.42,65726.15,89.56,4.22,0.52,0.64,1.67,3.38
OU,7891,4196,1.42,65727.57,2.24,(S),95.61,(S),1.36,0.6
GALLIMORE,7894,4195,1.42,65729,75.14,19.71,0.26,0.17,1.86,2.86
RUSSEL,7894,4195,1.42,65730.42,70.66,19.12,1.31,1.84,2.57,4.51
BRAWLEY,7896,4193,1.42,65731.84,84.09,10.61,0.26,0.57,1.69,2.77
REIDY,7896,4193,1.42,65733.26,94.3,0.41,1.12,0.26,1.84,2.07
HARTSFIELD,7898,4192,1.42,65734.68,60.38,35.21,0.5,0.48,1.98,1.46
BUNTON,7899,4191,1.42,65736.1,65.76,26.8,0.64,0.81,2.96,3.03
BIBBS,7900,4190,1.42,65737.52,13.39,79.64,0.48,0.33,4.03,2.12
BAREFOOT,7900,4190,1.42,65738.94,95.11,0.38,0.21,1.22,1.93,1.15
WALDON,7900,4190,1.42,65740.36,56.8,34.25,0.84,1.41,4.15,2.55
SIKORSKI,7903,4189,1.42,65741.78,95.99,0.14,0.76,0.33,0.98,1.79
SUTPHIN,7904,4188,1.42,65743.2,94.51,1.98,(S),(S),1.27,1.6
HUNTSMAN,7905,4187,1.42,65744.62,91,3.68,0.62,0.88,1.62,2.2
MCAULEY,7906,4186,1.42,65746.04,86.24,8.7,0.65,0.41,1.82,2.2
PEGRAM,7907,4185,1.42,65747.46,68.75,26.88,0.45,0.45,1.94,1.53
NIEMANN,7908,4184,1.42,65748.88,95.55,0.19,0.53,0.24,0.88,2.61
SWEITZER,7909,4183,1.42,65750.3,95.6,0.19,0.45,0.22,1.43,2.1
WILKEY,7909,4183,1.42,65751.72,91.61,4.42,0.36,0.43,1.36,1.82
AUGER,7911,4182,1.42,65753.13,94.6,0.96,0.62,0.38,1.22,2.22
SUNDBERG,7912,4181,1.42,65754.55,94.48,0.31,0.86,0.91,1.48,1.96
SCHUCK,7912,4181,1.42,65755.97,93.95,0.77,1.03,0.29,1.46,2.51
MARGOLIS,7912,4181,1.42,65757.39,95.58,(S),0.62,(S),0.91,2.58
REINA,7915,4180,1.42,65758.8,35.05,1.82,1.03,0.69,0.79,60.62
GEHRKE,7915,4180,1.42,65760.22,96.24,0.33,0.62,0.24,1.03,1.53
GREGOR,7915,4180,1.42,65761.64,93.54,0.67,0.74,0.93,1.63,2.49
DRISKELL,7915,4180,1.42,65763.05,80.5,14.59,0.48,0.5,1.6,2.32
WAGES,7915,4180,1.42,65764.47,88.33,6.15,0.53,0.86,1.84,2.3
SOUDERS,7920,4179,1.42,65765.89,93.04,0.89,0.79,0.62,1.94,2.73
PETRILLO,7920,4179,1.42,65767.3,95.14,0.34,0.6,0.14,0.81,2.97
KINSELLA,7920,4179,1.42,65768.72,95.29,0.43,0.65,0.17,0.93,2.54
BINNS,7923,4178,1.42,65770.14,58.33,35.54,0.67,0.24,2.54,2.68
AUTREY,7924,4177,1.42,65771.55,81.47,12.83,0.26,0.6,1.72,3.11
LAUX,7925,4176,1.42,65772.97,94.06,0.69,2.35,0.17,1.36,1.36
NEWLIN,7926,4175,1.42,65774.38,92.48,2.23,0.6,0.98,1.56,2.16
ROOP,7926,4175,1.42,65775.8,95.31,0.38,0.81,0.43,1.25,1.82
BARTO,7928,4174,1.42,65777.21,92.38,1.13,1.22,0.81,1.8,2.66
SANFILIPPO,7929,4173,1.41,65778.63,93.67,0.31,0.65,0.36,0.84,4.17
MOTTA,7929,4173,1.41,65780.04,66.79,1.15,2.28,0.12,1.85,27.82
CONSTANT,7929,4173,1.41,65781.46,63.31,30.19,0.48,0.58,2.47,2.97
BASINGER,7932,4171,1.41,65782.87,95.37,0.29,0.48,0.6,0.98,2.28
DESMARAIS,7933,4170,1.41,65784.29,95.28,0.62,0.58,0.14,1.44,1.94
NEU,7933,4170,1.41,65785.7,94.08,0.5,1.77,0.31,1.18,2.16
PARADISE,7933,4170,1.41,65787.11,89.71,3.86,0.48,0.53,2.09,3.33
KESSINGER,7933,4170,1.41,65788.53,95.44,0.41,0.72,0.65,1.34,1.44
GALES,7937,4169,1.41,65789.94,39.96,51.09,1.51,0.43,2.93,4.08
RICCIO,7937,4169,1.41,65791.35,96.09,(S),0.53,(S),0.74,2.4
RUTLAND,7939,4168,1.41,65792.77,75.6,20.15,0.43,0.41,1.54,1.87
BLOSSER,7940,4167,1.41,65794.18,96.52,0.17,0.41,0.36,1.44,1.1
WADDLE,7940,4167,1.41,65795.59,91.05,3.82,0.46,0.72,1.75,2.21
WIRTZ,7942,4166,1.41,65797,95.3,0.38,0.46,0.17,1.06,2.64
TESCH,7942,4166,1.41,65798.42,95.49,0.19,0.82,0.34,1.25,1.92
DEAS,7944,4165,1.41,65799.83,42.02,49.22,1.06,0.36,2.16,5.19
MELE,7944,4165,1.41,65801.24,91.98,1.56,0.82,0.31,1.27,4.06
NOTTINGHAM,7944,4165,1.41,65802.65,82.47,11.74,0.55,0.84,2.14,2.26
QUACKENBUSH,7947,4164,1.41,65804.06,95.32,0.43,0.53,0.5,1.18,2.04
CZARNECKI,7947,4164,1.41,65805.48,96.81,(S),0.36,(S),1.13,1.44
WELLING,7947,4164,1.41,65806.89,94.88,0.48,1.08,0.38,1.39,1.78
TRUSTY,7950,4163,1.41,65808.3,75.83,18.26,0.41,1.03,2.28,2.19
ALLEYNE,7950,4163,1.41,65809.71,2.88,85.97,0.53,0.31,3.46,6.85
OLIN,7950,4163,1.41,65811.12,88.85,2.07,1.32,1.42,1.63,4.71
PAPP,7953,4162,1.41,65812.53,94.74,0.55,0.65,0.84,1.08,2.14
GAGLIANO,7954,4161,1.41,65813.94,92.62,(S),0.62,(S),0.87,5.41
BEECH,7955,4160,1.41,65815.35,86.88,7.93,0.99,0.38,1.47,2.36
TARANTINO,7956,4158,1.41,65816.76,93.6,0.34,0.43,0.41,0.99,4.23
NILSEN,7956,4158,1.41,65818.17,93.72,0.29,0.91,0.29,1.39,3.39
NIPPER,7958,4157,1.41,65819.58,91.15,4.4,0.75,0.65,1.37,1.68
HARVILLE,7958,4157,1.41,65820.99,81.93,12.99,0.63,0.58,2.04,1.83
SKELLY,7958,4157,1.41,65822.4,94.18,0.96,0.55,0.51,1.88,1.92
TOWLE,7961,4156,1.41,65823.81,94.23,0.65,0.51,0.75,2.07,1.8
HALTERMAN,7961,4156,1.41,65825.22,94.3,0.34,0.65,0.48,1.61,2.62
COSS,7961,4156,1.41,65826.63,56.26,0.96,0.36,0.36,1.08,40.98
CHEEKS,7964,4155,1.41,65828.04,21.4,73.07,0.29,0.22,3.35,1.68
HARBOUR,7964,4155,1.41,65829.44,84.79,9.72,0.63,0.51,2.05,2.31
HARTZ,7966,4153,1.41,65830.85,94.75,1.66,(S),(S),1.2,1.73
TERWILLIGER,7966,4153,1.41,65832.26,96,0.41,0.6,0.14,1.37,1.47
BEDNAR,7968,4151,1.41,65833.67,95.64,0.34,0.84,0.14,1.37,1.66
PINDER,7968,4151,1.41,65835.07,50.45,42.71,0.55,0.26,2.31,3.71
KILLEN,7968,4151,1.41,65836.48,91.04,4.19,0.84,0.43,1.25,2.24
COLELLA,7971,4150,1.41,65837.89,90.46,0.17,0.82,0.22,0.87,7.47
LECHNER,7972,4149,1.41,65839.29,94.91,0.29,0.82,0.22,1.3,2.46
TILLOTSON,7972,4149,1.41,65840.7,89.2,5.28,0.41,0.8,1.71,2.6
CHANCELLOR,7974,4147,1.41,65842.11,76.83,16.47,0.46,1.86,1.95,2.44
MCCUTCHEN,7975,4146,1.41,65843.51,69.63,24.77,0.41,0.51,1.57,3.11
SHULTS,7975,4146,1.41,65844.92,95.03,0.7,0.29,0.46,1.52,2
TREECE,7977,4144,1.4,65846.32,89.65,4.97,0.48,0.94,1.52,2.44
MOTON,7977,4144,1.4,65847.73,11.58,78.26,2,0.51,3.76,3.89
COUNTRYMAN,7977,4144,1.4,65849.13,88.18,4.22,0.68,1.91,2.1,2.92
TRUSSELL,7980,4143,1.4,65850.54,84.55,10.62,0.77,0.51,1.54,2
PHILPOTT,7981,4142,1.4,65851.94,86.09,7.68,0.46,1.38,1.76,2.63
PENLAND,7981,4142,1.4,65853.35,89.69,4.06,0.6,1.35,1.59,2.7
MURGUIA,7983,4141,1.4,65854.75,5.17,(S),0.29,(S),0.22,94.11
MICKLE,7983,4141,1.4,65856.15,69.07,25.14,0.58,0.48,1.71,3.02
CRANDELL,7983,4141,1.4,65857.56,84.69,9.2,0.56,1.06,1.59,2.9
ZACK,7983,4141,1.4,65858.96,93.5,0.99,0.94,0.65,1.13,2.78
KITTRELL,7987,4140,1.4,65860.36,66.64,28.29,0.36,0.82,2.05,1.84
NORFLEET,7988,4139,1.4,65861.77,38.1,56.1,0.68,0.34,2.88,1.91
ISHAM,7988,4139,1.4,65863.17,79.61,6.19,0.92,7.2,2.73,3.36
SOKOLOWSKI,7988,4139,1.4,65864.57,95.65,0.12,0.48,0.12,0.7,2.92
STEINMAN,7988,4139,1.4,65865.98,95.41,0.14,0.63,0.29,1.14,2.39
HAWS,7992,4138,1.4,65867.38,92.07,2.34,0.7,0.41,1.59,2.88
DICARLO,7992,4138,1.4,65868.78,93.69,0.17,0.36,0.27,1.06,4.45
BREUER,7992,4138,1.4,65870.19,94.49,1.26,0.56,0.53,1.16,2.01
DEPAZ,7995,4137,1.4,65871.59,4.33,0.68,2.66,(S),(S),92.17
WILLMAN,7995,4137,1.4,65872.99,95.43,0.31,0.56,0.36,1.14,2.2
BORCHARDT,7997,4136,1.4,65874.39,94.71,0.22,0.31,0.73,0.97,3.07
BATTISTA,7997,4136,1.4,65875.79,93.64,0.6,0.53,0,0.92,4.3
PELFREY,7997,4136,1.4,65877.2,94.56,0.51,0.56,0.58,1.96,1.84
KASTNER,7997,4136,1.4,65878.6,92.14,0.48,2.2,0.31,2.56,2.3
MCANALLY,7997,4136,1.4,65880,93.96,0.34,0.56,1.76,1.55,1.84
DEROSE,8002,4135,1.4,65881.4,89.58,5.2,0.7,0.22,1.21,3.1
MCEACHERN,8003,4133,1.4,65882.8,75.27,19.38,0.63,0.34,1.67,2.71
KARNS,8003,4133,1.4,65884.21,93.98,1.48,0.77,0.53,1.45,1.79
ARCOS,8005,4132,1.4,65885.61,3.73,0.22,0.75,(S),(S),95.14
ADELMAN,8006,4131,1.4,65887.01,95.88,0.36,0.75,0.12,1.23,1.65
ROSSON,8006,4131,1.4,65888.41,90.97,2.59,0.31,1.38,2.3,2.44
KAMP,8006,4131,1.4,65889.81,94.63,1.57,0.94,0.41,0.87,1.57
JOSEY,8006,4131,1.4,65891.21,55.34,39.58,0.58,0.51,1.72,2.28
REIFF,8010,4130,1.4,65892.61,95.96,(S),0.58,(S),1.11,2.13
SHOOP,8010,4130,1.4,65894.01,96.25,0.44,0.51,0.12,0.97,1.72
YOUSIF,8010,4130,1.4,65895.41,85.52,5.23,0.56,0.15,7.07,1.48
SEEGER,8013,4129,1.4,65896.81,95.3,1.07,0.73,0.15,1.5,1.26
TEMPLIN,8013,4129,1.4,65898.21,94.99,0.51,0.44,0.51,1.19,2.37
MCANDREW,8013,4129,1.4,65899.61,95.3,0.61,0.63,0.19,1.14,2.13
KAUL,8016,4128,1.4,65901.01,47.26,0.92,46.39,0.68,2.25,2.5
CORDEIRO,8016,4128,1.4,65902.41,83.82,0.63,3.22,0.17,4.72,7.44
TETREAULT,8016,4128,1.4,65903.81,94.96,0.36,0.63,0.22,2.16,1.67
BOWYER,8019,4127,1.4,65905.2,90.55,3.83,0.78,0.46,1.48,2.91
DEY,8019,4127,1.4,65906.6,60.67,5.84,29.54,0.27,2.13,1.55
ESPANA,8019,4127,1.4,65908,5.19,(S),5.52,(S),0.61,88.3
PAWLAK,8019,4127,1.4,65909.4,95.64,0.29,0.68,0.29,1.26,1.84
LAKIN,8023,4126,1.4,65910.8,86.5,5.07,0.9,0.27,1.53,5.74
MARKEL,8023,4126,1.4,65912.2,93.89,1.5,0.68,0.44,1.45,2.04
BUNCE,8023,4126,1.4,65913.6,92.51,1.67,0.65,0.78,1.82,2.57
CARRERO,8023,4126,1.4,65915,11.68,0.8,0.53,(S),(S),86.74
POLSON,8027,4125,1.4,65916.4,89.75,4.19,1.26,0.7,1.65,2.45
GIFFIN,8028,4124,1.4,65917.79,92.77,2.04,0.9,0.61,1.65,2.04
FULFORD,8029,4123,1.4,65919.19,81.64,14.63,0.34,0.44,1.24,1.72
NYSTROM,8030,4122,1.4,65920.59,94.83,0.41,0.68,0.53,1.89,1.65
SCHRECK,8030,4122,1.4,65921.99,95.73,(S),0.44,(S),1.38,2.21
ABDALLAH,8032,4121,1.4,65923.38,76.66,10.68,1.33,0.22,6.62,4.49
KIRKHAM,8032,4121,1.4,65924.78,92.87,2.14,0.8,0.32,1.33,2.55
HALPERN,8032,4121,1.4,65926.18,95.34,0.44,0.58,0.24,1.09,2.31
CHARETTE,8032,4121,1.4,65927.57,86.65,1.09,0.56,6.72,2.26,2.72
DANTZLER,8036,4117,1.4,65928.97,24.73,70.08,0.22,0.24,2.79,1.94
GULLETT,8036,4117,1.4,65930.37,89.09,6.83,0.39,0.27,1.36,2.06
GRINER,8036,4117,1.4,65931.76,86.69,7.58,0.66,0.24,1.53,3.3
RONAN,8036,4117,1.4,65933.16,85.26,1.46,1.09,0.15,1,11.05
HAGEDORN,8040,4116,1.4,65934.55,95,0.34,1,0.12,1.92,1.63
CLELAND,8040,4116,1.4,65935.95,93.17,0.95,0.44,1.09,1.48,2.87
KETCHAM,8042,4115,1.4,65937.34,94,0.92,0.61,0.44,1.36,2.67
MCENTIRE,8042,4115,1.4,65938.74,89.45,5.37,0.49,0.83,1.94,1.92
PALLADINO,8042,4115,1.4,65940.13,95.8,(S),0.36,(S),0.61,2.96
BEVAN,8045,4114,1.39,65941.53,93.85,1.19,0.73,0.46,1.12,2.65
YOSHIDA,8046,4113,1.39,65942.92,7.63,0.22,78.09,0.24,10.99,2.82
COPENHAVER,8046,4113,1.39,65944.32,95.62,0.63,0.32,0.49,1.22,1.73
FELKER,8046,4113,1.39,65945.71,93.68,2.02,0.46,0.71,1.41,1.73
PASTORE,8049,4112,1.39,65947.1,92.61,0.51,(S),(S),0.88,5.62
RABON,8049,4112,1.39,65948.5,86.45,6.96,2.12,0.78,1.78,1.92
LAFOND,8049,4112,1.39,65949.89,84.7,9.75,0.51,0.61,1.7,2.72
LAWYER,8049,4112,1.39,65951.29,80.93,14.2,0.61,0.9,1.41,1.95
ALMODOVAR,8049,4112,1.39,65952.68,5.81,1.07,2.36,0.15,0.32,90.3
ASHBURN,8049,4112,1.39,65954.07,88.93,6.61,0.54,0.34,1.58,1.99
KREGER,8055,4111,1.39,65955.47,93.99,0.17,0.8,1.19,1.75,2.09
KRULL,8055,4111,1.39,65956.86,95.82,0.34,0.29,0.78,1.09,1.68
FANT,8055,4111,1.39,65958.25,60.23,34.01,0.75,0.32,1.9,2.8
COWDEN,8055,4111,1.39,65959.65,93.6,1.73,0.63,0.58,1.8,1.65
CHANCEY,8055,4111,1.39,65961.04,87.18,6.32,0.73,0.63,1.9,3.24
ELLEDGE,8060,4110,1.39,65962.44,90.51,2.07,0.56,0.8,2.34,3.72
FISKE,8060,4110,1.39,65963.83,93.26,1.19,0.97,0.44,1.9,2.24
GORTON,8060,4110,1.39,65965.22,94.01,1.24,0.68,0.51,1.61,1.95
GINSBERG,8060,4110,1.39,65966.62,95.99,(S),0.71,(S),0.9,2.09
TENNYSON,8060,4110,1.39,65968.01,74.5,18.69,0.63,1.02,2.09,3.07
EDDINGS,8065,4109,1.39,65969.4,63.23,27.74,0.34,2.92,3.58,2.19
KINDLE,8065,4109,1.39,65970.79,67.32,23.97,0.51,2.77,3.04,2.39
POLITE,8067,4108,1.39,65972.19,14.68,78.12,0.56,1.12,3.24,2.29
FORCE,8067,4108,1.39,65973.58,92.92,2.36,0.63,0.41,1.75,1.92
JESSEE,8067,4108,1.39,65974.97,94.96,0.37,0.54,0.54,1.58,2.02
HAIDER,8070,4107,1.39,65976.37,47.5,1.1,43.22,0.41,4.89,2.87
BLAKENEY,8070,4107,1.39,65977.76,52.45,42.76,0.56,0.41,2.09,1.73
MCCARLEY,8072,4106,1.39,65979.15,87.21,7.82,0.44,0.71,2.26,1.56
KINLEY,8073,4105,1.39,65980.54,83.19,10.84,0.71,1.14,2.39,1.73
JACQUEZ,8073,4105,1.39,65981.93,7.6,0.97,0.34,2,0.44,88.65
BOYKINS,8073,4105,1.39,65983.32,3.46,91.57,0.24,0.22,2.78,1.73
SHULMAN,8076,4104,1.39,65984.72,96.13,0.85,(S),(S),0.83,1.46
HOLIFIELD,8076,4104,1.39,65986.11,67.79,28.24,0.27,0.39,1.32,2
JOST,8076,4104,1.39,65987.5,93.74,0.12,1.41,0.41,1.15,3.17
LOVELY,8076,4104,1.39,65988.89,74.56,19.25,1.24,0.17,2.46,2.31
KNOPP,8080,4103,1.39,65990.28,96.73,0.22,0.58,0.15,1.02,1.29
CARRAWAY,8080,4103,1.39,65991.67,65.54,30.32,0.56,0.19,1.39,2
GILLES,8082,4102,1.39,65993.06,75.28,18.97,0.54,0.41,1.76,3.05
VILLAVICENCIO,8082,4102,1.39,65994.45,7.02,0.27,5.8,0.17,0.41,86.32
BRANNEN,8084,4101,1.39,65995.84,90.88,4.58,0.68,0.37,1.66,1.83
TRAIL,8084,4101,1.39,65997.23,87.61,6.68,0.8,0.8,2,2.1
FEELEY,8084,4101,1.39,65998.62,94.83,0.39,0.68,0.17,1.56,2.37
DEBORD,8087,4100,1.39,66000.01,92.68,0.51,0.95,0.8,1.8,3.24
SHEAFFER,8087,4100,1.39,66001.4,96.17,0.68,0.56,0.15,1.02,1.41
GILLARD,8089,4099,1.39,66002.79,48.5,46.08,0.51,0.27,2.61,2.02
MEDFORD,8089,4099,1.39,66004.18,80.02,14.37,0.76,0.68,2.12,2.05
HOLSTEIN,8091,4098,1.39,66005.57,93.27,0.32,0.95,1.15,1.93,2.39
STIFFLER,8091,4098,1.39,66006.96,95.34,0.32,0.73,0.15,1.44,2.03
WINKELMAN,8093,4097,1.39,66008.35,94.95,0.27,0.71,0.49,1.81,1.78
FLICKINGER,8093,4097,1.39,66009.74,96.63,0.2,0.73,0.29,0.73,1.42
DEMARS,8093,4097,1.39,66011.13,92.48,2.64,0.34,0.51,1.22,2.81
MEISSNER,8093,4097,1.39,66012.52,94.7,0.51,0.85,0.56,1.34,2.03
LABORDE,8097,4095,1.39,66013.9,75.85,11.01,0.49,0.17,1.12,11.36
BURNELL,8097,4095,1.39,66015.29,79.49,14.7,0.49,0.78,2.25,2.3
GUSMAN,8097,4095,1.39,66016.68,14.26,3,2,0.12,1.9,78.71
ALMANZAR,8097,4095,1.39,66018.07,3,0.98,1.1,0.49,0.29,94.14
BURRUS,8101,4094,1.39,66019.46,60.75,33.46,0.49,0.42,2.76,2.13
KANIA,8102,4092,1.39,66020.84,85.46,2.39,6.82,0.27,2.1,2.96
JUNE,8103,4091,1.39,66022.23,67.2,21.63,2.98,4.06,1.88,2.25
LYDON,8103,4091,1.39,66023.62,96.43,0.44,0.42,0.17,0.86,1.69
PURSLEY,8103,4091,1.39,66025.01,87.53,6.16,0.39,0.68,2.42,2.81
MURCHISON,8106,4089,1.39,66026.39,50.55,43.09,0.39,0.42,3.18,2.37
LLANOS,8106,4089,1.39,66027.78,6.21,2.08,3.89,0.34,0.51,86.97
MANCIA,8106,4089,1.39,66029.16,10.2,0.78,1.69,(S),(S),86.77
RODNEY,8106,4089,1.39,66030.55,41.72,51.06,0.78,0.29,2.03,4.11
MANGOLD,8110,4088,1.39,66031.94,95.4,0.22,0.73,0.24,1.54,1.86
DUNSON,8110,4088,1.39,66033.32,38.82,53.79,0.34,1.74,2.86,2.45
ISSA,8110,4088,1.39,66034.71,70.03,15.48,3.01,0.22,5.6,5.65
DEANS,8113,4087,1.39,66036.09,57.6,35.82,0.59,0.59,2.1,3.3
CAVANAGH,8114,4086,1.39,66037.48,94.81,(S),0.73,(S),1.4,2.62
HOCKENBERRY,8114,4086,1.39,66038.86,96.65,0.27,0.27,0.29,1.08,1.44
ROSENBLUM,8114,4086,1.39,66040.25,95.72,0.29,0.73,0,0.83,2.42
BIXBY,8114,4086,1.39,66041.63,92.95,0.86,0.64,1.52,1.96,2.08
WILKENS,8114,4086,1.39,66043.02,84.78,9.79,0.61,0.73,1.54,2.55
ERDMANN,8119,4085,1.38,66044.4,94.47,0.32,0.71,0.22,1.64,2.64
MASTIN,8119,4085,1.38,66045.79,82.15,12.24,0.42,0.2,1.96,3.04
KLASSEN,8121,4084,1.38,66047.17,92.75,(S),0.76,(S),1.08,4.9
MULDOON,8121,4084,1.38,66048.56,95.3,0.17,0.78,0.66,0.88,2.2
CHAMPLIN,8121,4084,1.38,66049.94,93.02,1.93,0.49,0.91,1.84,1.81
BRODSKY,8124,4083,1.38,66051.33,95.89,0.34,0.61,0.27,0.56,2.33
BELMONTE,8124,4083,1.38,66052.71,51.29,(S),9.5,(S),1.47,37.08
GAMACHE,8126,4082,1.38,66054.09,93.46,0.17,0.78,0.59,1.98,3.01
CREW,8127,4081,1.38,66055.48,67.56,26.49,0.42,0.88,2.43,2.23
ANSON,8128,4079,1.38,66056.86,83.04,5.44,3.97,1.03,2.79,3.73
RYE,8128,4079,1.38,66058.24,90.39,2.57,1.62,1.13,1.67,2.62
SHUCK,8130,4078,1.38,66059.63,93.62,0.98,0.76,0.71,1.59,2.33
ARMENTROUT,8131,4077,1.38,66061.01,96.25,0.39,0.47,0.56,0.96,1.37
WINKLE,8131,4077,1.38,66062.39,93.7,1.08,0.61,0.69,1.99,1.94
BING,8133,4076,1.38,66063.77,45.93,42.98,5.54,0.56,2.77,2.21
